SID,ISO_TIME,LAT,LON,USA_WIND,USA_PRES,future_pressure_6h,future_wind_6h,future_lat_6h,future_lon_6h,pressure_trend,wind_trend
2005338N09093,2005-12-09 15:00:00,10.4,81.4,60.0,980.0,982.0,58.0,10.5,80.8,0.0,0.0
2005338N09093,2005-12-09 18:00:00,10.4,81.2,60.0,980.0,984.0,55.0,10.5,80.5,0.0,0.0
2005338N09093,2005-12-09 21:00:00,10.5,80.8,58.0,982.0,988.0,50.0,10.5,80.2,2.0,-2.0
2005338N09093,2005-12-10 00:00:00,10.5,80.5,55.0,984.0,991.0,45.0,10.4,79.9,2.0,-3.0
2005338N09093,2005-12-10 03:00:00,10.5,80.2,50.0,988.0,991.0,45.0,10.3,79.7,4.0,-5.0
2005338N09093,2005-12-10 06:00:00,10.4,79.9,45.0,991.0,991.0,45.0,10.2,79.5,3.0,-5.0
2005338N09093,2005-12-10 09:00:00,10.3,79.7,45.0,991.0,996.0,38.0,10.1,79.1,0.0,0.0
2005338N09093,2005-12-10 12:00:00,10.2,79.5,45.0,991.0,1000.0,30.0,10.2,78.7,0.0,0.0
2005338N09093,2005-12-10 15:00:00,10.1,79.1,38.0,996.0,1000.0,30.0,10.2,78.2,5.0,-7.0
2005338N09093,2005-12-10 18:00:00,10.2,78.7,30.0,1000.0,1000.0,30.0,10.0,77.8,4.0,-8.0
2005338N09093,2005-12-10 21:00:00,10.2,78.2,30.0,1000.0,1001.0,28.0,9.7,77.5,0.0,0.0
2005338N09093,2005-12-11 00:00:00,10.0,77.8,30.0,1000.0,1002.0,25.0,9.4,77.2,0.0,0.0
2005338N09093,2005-12-11 03:00:00,9.7,77.5,28.0,1001.0,1002.0,25.0,9.1,76.9,1.0,-2.0
2005338N09093,2005-12-11 06:00:00,9.4,77.2,25.0,1002.0,1002.0,25.0,8.7,76.6,1.0,-3.0
2005338N09093,2005-12-11 09:00:00,9.1,76.9,25.0,1002.0,1002.0,25.0,8.3,76.4,0.0,0.0
2005338N09093,2005-12-11 12:00:00,8.7,76.6,25.0,1002.0,1002.0,25.0,8.0,76.2,0.0,0.0
2005338N09093,2005-12-11 15:00:00,8.3,76.4,25.0,1002.0,1002.0,25.0,7.9,76.0,0.0,0.0
2005338N09093,2005-12-11 18:00:00,8.0,76.2,25.0,1002.0,1002.0,25.0,7.8,75.7,0.0,0.0
2005338N09093,2005-12-11 21:00:00,7.9,76.0,25.0,1002.0,1002.0,25.0,7.6,75.4,0.0,0.0
2005338N09093,2005-12-12 00:00:00,7.8,75.7,25.0,1002.0,1002.0,25.0,7.4,75.1,0.0,0.0
2005338N09093,2005-12-12 03:00:00,7.6,75.4,25.0,1002.0,1002.0,25.0,7.2,74.8,0.0,0.0
2005338N09093,2005-12-12 06:00:00,7.4,75.1,25.0,1002.0,1002.0,25.0,7.1,74.5,0.0,0.0
2005338N09093,2005-12-12 09:00:00,7.2,74.8,25.0,1002.0,1004.0,20.0,7.0,74.3,0.0,0.0
2005338N09093,2005-12-12 12:00:00,7.1,74.5,25.0,1002.0,1006.0,15.0,6.8,74.2,0.0,0.0
2005349N06090,2005-12-14 18:00:00,6.4,89.9,15.0,1005.0,1006.0,15.0,7.3,88.9,0.0,0.0
2005349N06090,2005-12-14 21:00:00,6.9,89.4,15.0,1006.0,1004.0,20.0,7.7,88.4,1.0,0.0
2005349N06090,2005-12-15 00:00:00,7.3,88.9,15.0,1006.0,1002.0,25.0,8.0,87.8,0.0,0.0
2005349N06090,2005-12-15 03:00:00,7.7,88.4,20.0,1004.0,1002.0,25.0,8.3,87.2,-2.0,5.0
2005349N06090,2005-12-15 06:00:00,8.0,87.8,25.0,1002.0,1002.0,25.0,8.3,86.8,-2.0,5.0
2005349N06090,2005-12-15 09:00:00,8.3,87.2,25.0,1002.0,1002.0,25.0,8.2,86.4,0.0,0.0
2005349N06090,2005-12-15 12:00:00,8.3,86.8,25.0,1002.0,1002.0,25.0,8.1,86.3,0.0,0.0
2005349N06090,2005-12-15 15:00:00,8.2,86.4,25.0,1002.0,1002.0,25.0,7.9,86.2,0.0,0.0
2005349N06090,2005-12-15 18:00:00,8.1,86.3,25.0,1002.0,1002.0,25.0,7.9,86.2,0.0,0.0
2005349N06090,2005-12-15 21:00:00,7.9,86.2,25.0,1002.0,1002.0,25.0,7.8,85.1,0.0,0.0
2005349N06090,2005-12-16 00:00:00,7.9,86.2,25.0,1002.0,1002.0,25.0,7.8,85.0,0.0,0.0
2005349N06090,2005-12-16 03:00:00,7.8,85.1,25.0,1002.0,1001.0,28.0,7.8,84.6,0.0,0.0
2005349N06090,2005-12-16 06:00:00,7.8,85.0,25.0,1002.0,1000.0,30.0,7.9,84.5,0.0,0.0
2005349N06090,2005-12-16 09:00:00,7.8,84.6,28.0,1001.0,999.0,33.0,7.9,84.4,-1.0,3.0
2005349N06090,2005-12-16 12:00:00,7.9,84.5,30.0,1000.0,997.0,35.0,7.9,84.4,-1.0,2.0
2005349N06090,2005-12-16 15:00:00,7.9,84.4,33.0,999.0,997.0,35.0,7.9,84.3,-1.0,3.0
2005349N06090,2005-12-16 18:00:00,7.9,84.4,35.0,997.0,997.0,35.0,8.0,84.0,-2.0,2.0
2005349N06090,2005-12-16 21:00:00,7.9,84.3,35.0,997.0,997.0,35.0,8.1,84.0,0.0,0.0
2005349N06090,2005-12-17 00:00:00,8.0,84.0,35.0,997.0,997.0,35.0,8.3,83.9,0.0,0.0
2005349N06090,2005-12-17 03:00:00,8.1,84.0,35.0,997.0,997.0,35.0,8.6,83.6,0.0,0.0
2005349N06090,2005-12-17 06:00:00,8.3,83.9,35.0,997.0,997.0,35.0,8.8,83.5,0.0,0.0
2005349N06090,2005-12-17 09:00:00,8.6,83.6,35.0,997.0,996.0,38.0,8.9,83.4,0.0,0.0
2005349N06090,2005-12-17 12:00:00,8.8,83.5,35.0,997.0,994.0,40.0,9.4,83.1,0.0,0.0
2005349N06090,2005-12-17 15:00:00,8.9,83.4,38.0,996.0,993.0,43.0,9.5,83.0,-1.0,3.0
2005349N06090,2005-12-17 18:00:00,9.4,83.1,40.0,994.0,991.0,45.0,10.0,83.0,-2.0,2.0
2005349N06090,2005-12-17 21:00:00,9.5,83.0,43.0,993.0,991.0,45.0,10.3,83.0,-1.0,3.0
2005349N06090,2005-12-18 00:00:00,10.0,83.0,45.0,991.0,991.0,45.0,10.4,83.0,-2.0,2.0
2005349N06090,2005-12-18 03:00:00,10.3,83.0,45.0,991.0,991.0,45.0,10.7,82.8,0.0,0.0
2005349N06090,2005-12-18 06:00:00,10.4,83.0,45.0,991.0,991.0,45.0,10.8,82.8,0.0,0.0
2005349N06090,2005-12-18 09:00:00,10.7,82.8,45.0,991.0,991.0,45.0,10.8,82.8,0.0,0.0
2005349N06090,2005-12-18 12:00:00,10.8,82.8,45.0,991.0,991.0,45.0,11.1,82.8,0.0,0.0
2005349N06090,2005-12-18 15:00:00,10.8,82.8,45.0,991.0,991.0,45.0,11.1,82.7,0.0,0.0
2005349N06090,2005-12-18 18:00:00,11.1,82.8,45.0,991.0,991.0,45.0,11.1,82.8,0.0,0.0
2005349N06090,2005-12-18 21:00:00,11.1,82.7,45.0,991.0,991.0,45.0,11.1,82.8,0.0,0.0
2005349N06090,2005-12-19 00:00:00,11.1,82.8,45.0,991.0,991.0,45.0,11.2,82.9,0.0,0.0
2005349N06090,2005-12-19 03:00:00,11.1,82.8,45.0,991.0,991.0,45.0,11.1,82.9,0.0,0.0
2005349N06090,2005-12-19 06:00:00,11.2,82.9,45.0,991.0,991.0,45.0,11.1,83.0,0.0,0.0
2005349N06090,2005-12-19 09:00:00,11.1,82.9,45.0,991.0,991.0,45.0,11.3,83.0,0.0,0.0
2005349N06090,2005-12-19 12:00:00,11.1,83.0,45.0,991.0,991.0,45.0,11.3,83.1,0.0,0.0
2005349N06090,2005-12-19 15:00:00,11.3,83.0,45.0,991.0,993.0,43.0,11.3,83.2,0.0,0.0
2005349N06090,2005-12-19 18:00:00,11.3,83.1,45.0,991.0,994.0,40.0,11.3,83.5,0.0,0.0
2005349N06090,2005-12-19 21:00:00,11.3,83.2,43.0,993.0,994.0,40.0,11.4,83.8,2.0,-2.0
2005349N06090,2005-12-20 00:00:00,11.3,83.5,40.0,994.0,994.0,40.0,11.5,84.1,1.0,-3.0
2005349N06090,2005-12-20 03:00:00,11.4,83.8,40.0,994.0,996.0,38.0,11.8,84.3,0.0,0.0
2005349N06090,2005-12-20 06:00:00,11.5,84.1,40.0,994.0,997.0,35.0,11.8,84.4,0.0,0.0
2005349N06090,2005-12-20 09:00:00,11.8,84.3,38.0,996.0,997.0,35.0,11.9,84.5,2.0,-2.0
2005349N06090,2005-12-20 12:00:00,11.8,84.4,35.0,997.0,997.0,35.0,11.9,84.5,1.0,-3.0
2005349N06090,2005-12-20 15:00:00,11.9,84.5,35.0,997.0,997.0,35.0,11.9,84.6,0.0,0.0
2005349N06090,2005-12-20 18:00:00,11.9,84.5,35.0,997.0,997.0,35.0,11.8,84.6,0.0,0.0
2005349N06090,2005-12-20 21:00:00,11.9,84.6,35.0,997.0,999.0,33.0,11.7,84.5,0.0,0.0
2005349N06090,2005-12-21 00:00:00,11.8,84.6,35.0,997.0,1000.0,30.0,11.7,84.5,0.0,0.0
2005349N06090,2005-12-21 03:00:00,11.7,84.5,33.0,999.0,1000.0,30.0,11.8,84.5,2.0,-2.0
2005349N06090,2005-12-21 06:00:00,11.7,84.5,30.0,1000.0,1000.0,30.0,11.8,84.6,1.0,-3.0
2005349N06090,2005-12-21 09:00:00,11.8,84.5,30.0,1000.0,1000.0,30.0,11.9,84.7,0.0,0.0
2005349N06090,2005-12-21 12:00:00,11.8,84.6,30.0,1000.0,1000.0,30.0,12.1,84.7,0.0,0.0
2005349N06090,2005-12-21 15:00:00,11.9,84.7,30.0,1000.0,1000.0,30.0,12.2,84.8,0.0,0.0
2005349N06090,2005-12-21 18:00:00,12.1,84.7,30.0,1000.0,1000.0,30.0,12.4,84.9,0.0,0.0
2005349N06090,2005-12-21 21:00:00,12.2,84.8,30.0,1000.0,1000.0,30.0,12.7,85.1,0.0,0.0
2005349N06090,2005-12-22 00:00:00,12.4,84.9,30.0,1000.0,1000.0,30.0,12.9,85.2,0.0,0.0
2005349N06090,2005-12-22 03:00:00,12.7,85.1,30.0,1000.0,1001.0,28.0,13.1,85.4,0.0,0.0
2005349N06090,2005-12-22 06:00:00,12.9,85.2,30.0,1000.0,1002.0,25.0,13.3,85.8,0.0,0.0
2005349N06090,2005-12-22 09:00:00,13.1,85.4,28.0,1001.0,1002.0,25.0,13.5,86.3,1.0,-2.0
2005349N06090,2005-12-22 12:00:00,13.3,85.8,25.0,1002.0,1002.0,25.0,13.7,86.8,1.0,-3.0
2005349N06090,2005-12-22 15:00:00,13.5,86.3,25.0,1002.0,1002.0,25.0,13.9,87.4,0.0,0.0
2005349N06090,2005-12-22 18:00:00,13.7,86.8,25.0,1002.0,1002.0,25.0,14.1,88.0,0.0,0.0
2005349N06090,2005-12-22 21:00:00,13.9,87.4,25.0,1002.0,1002.0,25.0,14.3,88.6,0.0,0.0
2005349N06090,2005-12-23 00:00:00,14.1,88.0,25.0,1002.0,1002.0,25.0,14.4,89.1,0.0,0.0
2005349N06090,2005-12-23 03:00:00,14.3,88.6,25.0,1002.0,1002.0,25.0,14.5,89.6,0.0,0.0
2005349N06090,2005-12-23 06:00:00,14.4,89.1,25.0,1002.0,1002.0,25.0,14.6,90.0,0.0,0.0
2005349N06090,2005-12-23 09:00:00,14.5,89.6,25.0,1002.0,1003.0,23.0,14.9,90.4,0.0,0.0
2005349N06090,2005-12-23 12:00:00,14.6,90.0,25.0,1002.0,1004.0,20.0,15.3,90.7,0.0,0.0
2005349N06090,2005-12-23 15:00:00,14.9,90.4,23.0,1003.0,1004.0,20.0,15.7,91.0,1.0,-2.0
2005349N06090,2005-12-23 18:00:00,15.3,90.7,20.0,1004.0,1004.0,20.0,16.2,91.3,1.0,-3.0
2006012N03081,2006-01-12 00:00:00,2.9,81.1,15.0,1006.0,1006.0,15.0,3.0,80.5,0.0,0.0
2006012N03081,2006-01-12 03:00:00,2.9,80.8,15.0,1006.0,1005.0,18.0,3.1,80.2,0.0,0.0
2006012N03081,2006-01-12 06:00:00,3.0,80.5,15.0,1006.0,1004.0,20.0,3.2,80.0,0.0,0.0
2006012N03081,2006-01-12 09:00:00,3.1,80.2,18.0,1005.0,1003.0,23.0,3.3,79.8,-1.0,3.0
2006012N03081,2006-01-12 12:00:00,3.2,80.0,20.0,1004.0,1002.0,25.0,3.5,79.5,-1.0,2.0
2006012N03081,2006-01-12 15:00:00,3.3,79.8,23.0,1003.0,1002.0,25.0,3.6,79.2,-1.0,3.0
2006012N03081,2006-01-12 18:00:00,3.5,79.5,25.0,1002.0,1002.0,25.0,3.8,78.9,-1.0,2.0
2006012N03081,2006-01-12 21:00:00,3.6,79.2,25.0,1002.0,1001.0,28.0,4.0,78.5,0.0,0.0
2006012N03081,2006-01-13 00:00:00,3.8,78.9,25.0,1002.0,1000.0,30.0,4.3,78.1,0.0,0.0
2006012N03081,2006-01-13 03:00:00,4.0,78.5,28.0,1001.0,999.0,33.0,4.6,77.6,-1.0,3.0
2006012N03081,2006-01-13 06:00:00,4.3,78.1,30.0,1000.0,997.0,35.0,4.9,77.1,-1.0,2.0
2006012N03081,2006-01-13 09:00:00,4.6,77.6,33.0,999.0,996.0,38.0,5.3,76.6,-1.0,3.0
2006012N03081,2006-01-13 12:00:00,4.9,77.1,35.0,997.0,994.0,40.0,5.6,76.3,-2.0,2.0
2006012N03081,2006-01-13 15:00:00,5.3,76.6,38.0,996.0,993.0,43.0,5.7,75.9,-1.0,3.0
2006012N03081,2006-01-13 18:00:00,5.6,76.3,40.0,994.0,991.0,45.0,5.7,75.6,-2.0,2.0
2006012N03081,2006-01-13 21:00:00,5.7,75.9,43.0,993.0,991.0,45.0,5.8,75.1,-1.0,3.0
2006012N03081,2006-01-14 00:00:00,5.7,75.6,45.0,991.0,991.0,45.0,6.9,74.2,-2.0,2.0
2006012N03081,2006-01-14 03:00:00,5.8,75.1,45.0,991.0,991.0,45.0,6.9,73.7,0.0,0.0
2006012N03081,2006-01-14 06:00:00,6.9,74.2,45.0,991.0,991.0,45.0,6.9,73.3,0.0,0.0
2006012N03081,2006-01-14 09:00:00,6.9,73.7,45.0,991.0,993.0,43.0,6.9,72.9,0.0,0.0
2006012N03081,2006-01-14 12:00:00,6.9,73.3,45.0,991.0,994.0,40.0,7.0,72.7,0.0,0.0
2006012N03081,2006-01-14 15:00:00,6.9,72.9,43.0,993.0,996.0,38.0,7.1,72.3,2.0,-2.0
2006012N03081,2006-01-14 18:00:00,7.0,72.7,40.0,994.0,997.0,35.0,7.1,71.9,1.0,-3.0
2006012N03081,2006-01-14 21:00:00,7.1,72.3,38.0,996.0,999.0,33.0,7.0,71.4,2.0,-2.0
2006012N03081,2006-01-15 00:00:00,7.1,71.9,35.0,997.0,1000.0,30.0,6.9,71.0,1.0,-3.0
2006012N03081,2006-01-15 03:00:00,7.0,71.4,33.0,999.0,1000.0,30.0,6.8,70.5,2.0,-2.0
2006012N03081,2006-01-15 06:00:00,6.9,71.0,30.0,1000.0,1000.0,30.0,6.8,70.1,1.0,-3.0
2006012N03081,2006-01-15 09:00:00,6.8,70.5,30.0,1000.0,1000.0,30.0,6.8,69.7,0.0,0.0
2006012N03081,2006-01-15 12:00:00,6.8,70.1,30.0,1000.0,1000.0,30.0,6.9,69.3,0.0,0.0
2006012N03081,2006-01-15 15:00:00,6.8,69.7,30.0,1000.0,1000.0,30.0,7.1,68.9,0.0,0.0
2006012N03081,2006-01-15 18:00:00,6.9,69.3,30.0,1000.0,1000.0,30.0,7.3,68.6,0.0,0.0
2006012N03081,2006-01-15 21:00:00,7.1,68.9,30.0,1000.0,1000.0,30.0,7.6,68.3,0.0,0.0
2006012N03081,2006-01-16 00:00:00,7.3,68.6,30.0,1000.0,1000.0,30.0,7.9,68.0,0.0,0.0
2006012N03081,2006-01-16 03:00:00,7.6,68.3,30.0,1000.0,1000.0,30.0,8.2,67.7,0.0,0.0
2006012N03081,2006-01-16 06:00:00,7.9,68.0,30.0,1000.0,1000.0,30.0,8.4,67.3,0.0,0.0
2006012N03081,2006-01-16 09:00:00,8.2,67.7,30.0,1000.0,1000.0,30.0,8.4,66.7,0.0,0.0
2006012N03081,2006-01-16 12:00:00,8.4,67.3,30.0,1000.0,1000.0,30.0,8.5,66.1,0.0,0.0
2006012N03081,2006-01-16 15:00:00,8.4,66.7,30.0,1000.0,1000.0,30.0,8.8,65.5,0.0,0.0
2006012N03081,2006-01-16 18:00:00,8.5,66.1,30.0,1000.0,1000.0,30.0,9.2,64.8,0.0,0.0
2006012N03081,2006-01-16 21:00:00,8.8,65.5,30.0,1000.0,1000.0,30.0,9.5,64.1,0.0,0.0
2006012N03081,2006-01-17 00:00:00,9.2,64.8,30.0,1000.0,1000.0,30.0,9.8,63.4,0.0,0.0
2006012N03081,2006-01-17 03:00:00,9.5,64.1,30.0,1000.0,1000.0,30.0,9.9,62.7,0.0,0.0
2006012N03081,2006-01-17 06:00:00,9.8,63.4,30.0,1000.0,1000.0,30.0,9.9,62.1,0.0,0.0
2006012N03081,2006-01-17 09:00:00,9.9,62.7,30.0,1000.0,1000.0,30.0,9.8,61.5,0.0,0.0
2006012N03081,2006-01-17 12:00:00,9.9,62.1,30.0,1000.0,1000.0,30.0,9.6,61.0,0.0,0.0
2006012N03081,2006-01-17 15:00:00,9.8,61.5,30.0,1000.0,1000.0,30.0,9.4,60.4,0.0,0.0
2006012N03081,2006-01-17 18:00:00,9.6,61.0,30.0,1000.0,1000.0,30.0,9.3,59.9,0.0,0.0
2006012N03081,2006-01-17 21:00:00,9.4,60.4,30.0,1000.0,1000.0,30.0,9.3,59.4,0.0,0.0
2006012N03081,2006-01-18 00:00:00,9.3,59.9,30.0,1000.0,1000.0,30.0,9.3,58.8,0.0,0.0
2006012N03081,2006-01-18 03:00:00,9.3,59.4,30.0,1000.0,1001.0,28.0,9.4,58.2,0.0,0.0
2006012N03081,2006-01-18 06:00:00,9.3,58.8,30.0,1000.0,1002.0,25.0,9.4,57.5,0.0,0.0
2006012N03081,2006-01-18 09:00:00,9.4,58.2,28.0,1001.0,1002.0,25.0,9.4,56.8,1.0,-2.0
2006012N03081,2006-01-18 12:00:00,9.4,57.5,25.0,1002.0,1002.0,25.0,9.3,56.2,1.0,-3.0
2006012N03081,2006-01-18 15:00:00,9.4,56.8,25.0,1002.0,1002.0,25.0,9.3,55.6,0.0,0.0
2006012N03081,2006-01-18 18:00:00,9.3,56.2,25.0,1002.0,1002.0,25.0,9.2,54.9,0.0,0.0
2006012N03081,2006-01-18 21:00:00,9.3,55.6,25.0,1002.0,1002.0,25.0,9.1,54.2,0.0,0.0
2006012N03081,2006-01-19 00:00:00,9.2,54.9,25.0,1002.0,1002.0,25.0,8.9,53.6,0.0,0.0
2006114N08090,2006-04-24 06:00:00,8.4,90.1,20.0,1004.0,1002.0,25.0,8.6,89.7,0.0,0.0
2006114N08090,2006-04-24 09:00:00,8.5,89.9,23.0,1003.0,1001.0,28.0,8.8,89.6,-1.0,3.0
2006114N08090,2006-04-24 12:00:00,8.6,89.7,25.0,1002.0,1000.0,30.0,9.0,89.5,-1.0,2.0
2006114N08090,2006-04-24 15:00:00,8.8,89.6,28.0,1001.0,999.0,33.0,9.2,89.6,-1.0,3.0
2006114N08090,2006-04-24 18:00:00,9.0,89.5,30.0,1000.0,997.0,35.0,9.3,89.7,-1.0,2.0
2006114N08090,2006-04-24 21:00:00,9.2,89.6,33.0,999.0,997.0,35.0,9.5,89.8,-1.0,3.0
2006114N08090,2006-04-25 00:00:00,9.3,89.7,35.0,997.0,997.0,35.0,9.6,89.9,-2.0,2.0
2006114N08090,2006-04-25 03:00:00,9.5,89.8,35.0,997.0,994.0,40.0,9.7,89.8,0.0,0.0
2006114N08090,2006-04-25 06:00:00,9.6,89.9,35.0,997.0,991.0,45.0,10.0,89.6,0.0,0.0
2006114N08090,2006-04-25 09:00:00,9.7,89.8,40.0,994.0,991.0,45.0,10.1,89.6,-3.0,5.0
2006114N08090,2006-04-25 12:00:00,10.0,89.6,45.0,991.0,991.0,45.0,10.2,89.7,-3.0,5.0
2006114N08090,2006-04-25 15:00:00,10.1,89.6,45.0,991.0,991.0,45.0,10.1,89.8,0.0,0.0
2006114N08090,2006-04-25 18:00:00,10.2,89.7,45.0,991.0,991.0,45.0,10.4,89.7,0.0,0.0
2006114N08090,2006-04-25 21:00:00,10.1,89.8,45.0,991.0,991.0,45.0,10.6,89.7,0.0,0.0
2006114N08090,2006-04-26 00:00:00,10.4,89.7,45.0,991.0,991.0,45.0,11.1,89.8,0.0,0.0
2006114N08090,2006-04-26 03:00:00,10.6,89.7,45.0,991.0,991.0,45.0,11.3,90.1,0.0,0.0
2006114N08090,2006-04-26 06:00:00,11.1,89.8,45.0,991.0,991.0,45.0,11.7,90.3,0.0,0.0
2006114N08090,2006-04-26 09:00:00,11.3,90.1,45.0,991.0,991.0,45.0,12.1,90.5,0.0,0.0
2006114N08090,2006-04-26 12:00:00,11.7,90.3,45.0,991.0,991.0,45.0,12.1,90.4,0.0,0.0
2006114N08090,2006-04-26 15:00:00,12.1,90.5,45.0,991.0,988.0,50.0,12.1,90.3,0.0,0.0
2006114N08090,2006-04-26 18:00:00,12.1,90.4,45.0,991.0,984.0,55.0,12.0,90.2,0.0,0.0
2006114N08090,2006-04-26 21:00:00,12.1,90.3,50.0,988.0,980.0,60.0,12.4,90.1,-3.0,5.0
2006114N08090,2006-04-27 00:00:00,12.0,90.2,55.0,984.0,976.0,65.0,12.5,90.2,-4.0,5.0
2006114N08090,2006-04-27 03:00:00,12.4,90.1,60.0,980.0,974.0,68.0,12.6,90.3,-4.0,5.0
2006114N08090,2006-04-27 06:00:00,12.5,90.2,65.0,976.0,972.0,70.0,13.0,90.5,-4.0,5.0
2006114N08090,2006-04-27 09:00:00,12.6,90.3,68.0,974.0,968.0,75.0,13.1,90.6,-2.0,3.0
2006114N08090,2006-04-27 12:00:00,13.0,90.5,70.0,972.0,963.0,80.0,13.3,90.8,-2.0,2.0
2006114N08090,2006-04-27 15:00:00,13.1,90.6,75.0,968.0,959.0,85.0,13.7,90.9,-4.0,5.0
2006114N08090,2006-04-27 18:00:00,13.3,90.8,80.0,963.0,954.0,90.0,14.1,91.4,-5.0,5.0
2006114N08090,2006-04-27 21:00:00,13.7,90.9,85.0,959.0,941.0,103.0,14.5,91.7,-4.0,5.0
2006114N08090,2006-04-28 00:00:00,14.1,91.4,90.0,954.0,927.0,115.0,15.0,92.1,-5.0,5.0
2006114N08090,2006-04-28 03:00:00,14.5,91.7,103.0,941.0,925.0,118.0,15.3,92.4,-13.0,13.0
2006114N08090,2006-04-28 06:00:00,15.0,92.1,115.0,927.0,922.0,120.0,15.6,92.7,-14.0,12.0
2006114N08090,2006-04-28 09:00:00,15.3,92.4,118.0,925.0,922.0,120.0,16.0,93.1,-2.0,3.0
2006114N08090,2006-04-28 12:00:00,15.6,92.7,120.0,922.0,922.0,120.0,16.2,93.2,-3.0,2.0
2006114N08090,2006-04-28 15:00:00,16.0,93.1,120.0,922.0,930.0,113.0,16.5,93.6,0.0,0.0
2006114N08090,2006-04-28 18:00:00,16.2,93.2,120.0,922.0,938.0,105.0,16.7,93.7,0.0,0.0
2006114N08090,2006-04-28 21:00:00,16.5,93.6,113.0,930.0,946.0,98.0,17.1,94.1,8.0,-7.0
2006114N08090,2006-04-29 00:00:00,16.7,93.7,105.0,938.0,954.0,90.0,17.5,94.5,8.0,-8.0
2006114N08090,2006-04-29 03:00:00,17.1,94.1,98.0,946.0,965.0,78.0,18.0,94.9,8.0,-7.0
2006114N08090,2006-04-29 06:00:00,17.5,94.5,90.0,954.0,976.0,65.0,18.5,95.5,8.0,-8.0
2006182N20088,2006-06-30 18:00:00,20.0,88.3,15.0,1006.0,1006.0,15.0,20.4,88.3,0.0,0.0
2006182N20088,2006-06-30 21:00:00,20.2,88.3,15.0,1006.0,1006.0,15.0,20.6,88.4,0.0,0.0
2006182N20088,2006-07-01 00:00:00,20.4,88.3,15.0,1006.0,1006.0,15.0,20.7,88.6,0.0,0.0
2006182N20088,2006-07-01 03:00:00,20.6,88.4,15.0,1006.0,1005.0,18.0,20.7,88.8,0.0,0.0
2006182N20088,2006-07-01 06:00:00,20.7,88.6,15.0,1006.0,1004.0,20.0,20.7,88.9,0.0,0.0
2006182N20088,2006-07-01 09:00:00,20.7,88.8,18.0,1005.0,1003.0,23.0,20.6,88.9,-1.0,3.0
2006182N20088,2006-07-01 12:00:00,20.7,88.9,20.0,1004.0,1002.0,25.0,20.5,88.8,-1.0,2.0
2006182N20088,2006-07-01 15:00:00,20.6,88.9,23.0,1003.0,1002.0,25.0,20.5,88.6,-1.0,3.0
2006182N20088,2006-07-01 18:00:00,20.5,88.8,25.0,1002.0,1002.0,25.0,20.4,88.5,-1.0,2.0
2006182N20088,2006-07-01 21:00:00,20.5,88.6,25.0,1002.0,1001.0,28.0,20.5,88.3,0.0,0.0
2006182N20088,2006-07-02 00:00:00,20.4,88.5,25.0,1002.0,1000.0,30.0,20.4,88.2,0.0,0.0
2006182N20088,2006-07-02 03:00:00,20.5,88.3,28.0,1001.0,999.0,33.0,20.4,87.9,-1.0,3.0
2006182N20088,2006-07-02 06:00:00,20.4,88.2,30.0,1000.0,997.0,35.0,20.4,87.4,-1.0,2.0
2006182N20088,2006-07-02 09:00:00,20.4,87.9,33.0,999.0,999.0,33.0,20.4,86.7,-1.0,3.0
2006182N20088,2006-07-02 12:00:00,20.4,87.4,35.0,997.0,1000.0,30.0,20.4,86.0,-2.0,2.0
2006182N20088,2006-07-02 15:00:00,20.4,86.7,33.0,999.0,1001.0,28.0,20.4,85.8,2.0,-2.0
2006182N20088,2006-07-02 18:00:00,20.4,86.0,30.0,1000.0,1002.0,25.0,20.4,85.4,1.0,-3.0
2006182N20088,2006-07-02 21:00:00,20.4,85.8,28.0,1001.0,1002.0,25.0,20.4,85.2,1.0,-2.0
2006182N20088,2006-07-03 00:00:00,20.4,85.4,25.0,1002.0,1002.0,25.0,20.4,85.1,1.0,-3.0
2006182N20088,2006-07-03 03:00:00,20.4,85.2,25.0,1002.0,1002.0,25.0,20.8,84.5,0.0,0.0
2006182N20088,2006-07-03 06:00:00,20.4,85.1,25.0,1002.0,1002.0,25.0,20.9,84.1,0.0,0.0
2006262N19069,2006-09-19 06:00:00,19.4,68.7,20.0,1004.0,999.0,20.0,19.4,68.4,0.0,0.0
2006262N19069,2006-09-19 09:00:00,19.4,68.5,20.0,1002.0,1001.0,23.0,19.3,68.3,-2.0,0.0
2006262N19069,2006-09-19 12:00:00,19.4,68.4,20.0,999.0,1002.0,25.0,19.3,68.2,-3.0,0.0
2006262N19069,2006-09-19 15:00:00,19.3,68.3,23.0,1001.0,1002.0,25.0,19.3,68.0,2.0,3.0
2006262N19069,2006-09-19 18:00:00,19.3,68.2,25.0,1002.0,1002.0,25.0,19.3,67.8,1.0,2.0
2006262N19069,2006-09-19 21:00:00,19.3,68.0,25.0,1002.0,1002.0,25.0,19.3,67.6,0.0,0.0
2006262N19069,2006-09-20 00:00:00,19.3,67.8,25.0,1002.0,1002.0,25.0,19.4,67.4,0.0,0.0
2006262N19069,2006-09-20 03:00:00,19.3,67.6,25.0,1002.0,1002.0,25.0,19.4,67.2,0.0,0.0
2006262N19069,2006-09-20 06:00:00,19.4,67.4,25.0,1002.0,1002.0,25.0,19.5,67.1,0.0,0.0
2006262N19069,2006-09-20 09:00:00,19.4,67.2,25.0,1002.0,1001.0,28.0,19.6,66.9,0.0,0.0
